i1,i2,d1,d2,d3,d4,ind1,ind2,ind3,ind4,ind5,,ind6
2018/12,YATAS,12.08,12.71,8.02,27.89,56.83,9.92,3.33,4.4,1.48,0.002423994,0.2423994
2018/12,YUNSA,9.9,12.64,7.64,36.06,71.99,3.83,3.15,3.84,1.13,0.001099043,0.1099043
2019/12,ADEL,-3.43,15.51,-4.23,-8.34,58.1,2.28,1.23,8.41,1.57,0.001099717,0.1099717
2019/12,AFYON,-9.32,-8.93,-37.35,-30.17,73.52,5.69,7.05,7.41,0.22,0.00183037,0.183037
2019/12,AKCNS,3.61,8.06,4.12,7.09,48.2,4.46,6.91,4.52,1.18,0.005674026,0.5674026
2019/12,AKSA,6.63,12.68,7.62,18.62,63.34,4.3,6.2,3.58,1.05,0.011823567,1.1823567
2019/12,ALCAR,2.89,-0.8,2.8,4.22,31.52,3.22,2.23,8.01,3.35,0.001632331,0.1632331
2019/12,ARCLK,2.93,7.01,2.9,10.37,71.74,3.47,3.76,4.22,1.58,0.098050218,9.8050218
2019/12,ARSAN,10.15,6.06,20.34,17.58,38.95,4.78,4.35,12.51,1.23,0.001812483,0.1812483
2019/12,ASUZU,1.37,7.09,1.53,3.93,64.22,5.59,2.82,3.12,1.01,0.004450703,0.4450703
2019/12,ATEKS,1.74,4.72,2.84,2.61,35.48,6.15,3.64,3.4,1.19,0.002067232,0.2067232
2019/12,AYGAZ,5.49,3.42,2.68,10.98,49.99,16.48,39.87,16.26,1.06,0.013988828,1.3988828
2019/12,BAGFS,5.6,13.99,9.38,20.25,72.91,174.74,3.74,3.52,1.02,0.004636248,0.4636248
2019/12,BAKAB,2.7,6.09,2.66,6.64,58.02,3.92,4.36,3.41,1.31,0.001278416,0.1278416
2019/12,BANVT,6.15,6.95,3.21,12.11,46.57,10.35,10.42,6.65,1.79,0.005781829,0.5781829
2019/12,BFREN,25.68,11.6,12.95,39.28,38.57,5.66,11.66,8.16,2.6,0.000310748,0.0310748
2019/12,BOSSA,7.75,15.21,9.33,35.96,75.06,3.22,4.04,5.57,1.15,0.002493096,0.2493096
2019/12,BRISA,2.32,11.39,3.12,12.54,83.01,4.84,4.48,3.19,0.95,0.014905909,1.4905909
2019/12,BRSAN,0.96,3.5,1.44,2.33,58.34,6.34,3.36,3.65,1.03,0.019570067,1.9570067
2019/12,BTCIM,-7.52,-10.5,-23.21,-23.72,69.04,5.07,4.86,4.02,0.72,0.006860314,0.6860314
2019/12,BUCIM,1.09,0.6,0.98,1.95,23.95,4.9,4.23,12,3.37,0.002669596,0.2669596
2019/12,BURCE,-2.4,6.64,-4.27,-5.41,48.95,6.02,2.75,5.74,0.85,0.000406226,0.0406226
2019/12,CELHA,-4.68,-2.43,-3.32,-23.63,86.03,3.92,4.99,2.97,0.85,0.000676805,0.0676805
2019/12,CEMTS,10.37,5.53,8.15,12.55,14.82,5.94,4.13,18.34,7.8,0.001564718,0.1564718
2019/12,CIMSA,0.36,8.04,0.83,0.97,60.86,3.39,5.25,4.02,0.8,0.010716877,1.0716877
2019/12,CMBTN,-2.17,-2.54,-1.52,-5.8,65.56,2.9,78.88,2.33,1.06,0.000365888,0.0365888
2019/12,CMENT,-4.81,-15.63,-10.18,-8.45,29.28,3.37,4.63,3.31,1.53,0.00480121,0.480121
2019/12,DEVA,15.1,29.06,20.82,32.19,51.36,2.86,1.63,6.02,1.85,0.005983895,0.5983895
2019/12,DITAS,1.28,2.8,0.97,3.87,68.98,4.28,4.75,4.6,1.22,0.000240221,0.0240221
2019/12,DMSAS,5.27,6.17,4.29,13.21,58.89,4.39,6.44,8.8,1.76,0.000862865,0.0862865
2019/12,ECILC,3.5,14.32,18.55,3.93,11.6,3.97,6.68,2.64,2.79,0.013659857,1.3659857
2019/12,EGEEN,36.52,33.27,37.65,43.18,13.35,3.73,3.28,8.54,6.32,0.002115608,0.2115608
2019/12,EGGUB,9.83,14.47,7.95,22.06,60.3,17.26,3.73,3.68,0.72,0.001576838,0.1576838
2019/12,EGPRO,2.95,9.91,3.75,8.64,65.4,2.65,4.74,2.16,1.23,0.003473081,0.3473081
2019/12,ERBOS,12.61,9.55,10.85,21.52,43.46,4.69,3.4,5.72,2.06,0.001637384,0.1637384
2019/12,EREGL,7.5,15.69,12.08,11.31,33.05,7.41,2.39,9.22,2.55,0.1317687,13.17687
2019/12,FMIZP,48.3,24.09,27.47,54.64,14.39,12.76,12.56,21.72,6.59,0.000196682,0.0196682
2019/12,FRIGO,14.38,20.17,14.08,43.95,64.44,16.4,2.44,2.72,1.42,0.000250118,0.0250118
2019/12,FROTO,13.24,6.56,5,45.79,71.57,10.48,15.56,8.22,1.17,0.046319364,4.6319364
2019/12,GENTS,2.86,5.19,2.75,4.65,27.12,5.7,2.75,8.46,3.04,0.00109068,0.109068
2019/12,GOLTS,2.9,18.88,5.87,8.39,61.62,2.38,3.46,2.65,1.08,0.002452478,0.2452478
2019/12,GOODY,17.09,8.12,8.97,34.61,43.25,3.88,6.94,4.86,1.88,0.004481794,0.4481794
2019/12,GUBRF,-3.47,7.16,-3.45,-21.31,80.38,7.22,3.49,3.95,0.88,0.012099449,1.2099449
2019/12,HEKTS,15.21,32.99,19.87,38.46,58.6,1.51,1.87,5.66,2.62,0.003459686,0.3459686
2019/12,IHEVA,11.47,13.61,18.87,14.61,16.64,1.85,2.29,3.49,5.24,0.001340295,0.1340295
2019/12,KAPLM,-2.06,5.4,-1.76,-6.65,70.52,2.75,7.08,2.44,0.94,0.000452718,0.0452718
2019/12,KARTN,15.69,11.05,11.03,18.84,16.9,10.36,4.86,10.46,4.02,0.001549771,0.1549771
2019/12,KENT,2.99,7.44,2.41,5.47,46.98,3.68,5.95,2.71,1.22,0.002456617,0.2456617
2019/12,KLMSN,10.88,9.16,10.91,42.75,73.34,3.45,5.86,4.52,1.95,0.003376694,0.3376694
2019/12,KNFRT,7.22,18.77,10.26,14.67,55.32,4.08,1.33,1.85,1.39,0.000863746,0.0863746
2019/12,KONYA,0.14,-0.95,0.19,0.17,19.09,3.6,3.57,5.4,3.58,0.001219914,0.1219914
2019/12,KORDS,5.66,10.53,6.61,16.65,60.68,5.34,3.37,6.96,1.18,0.020244498,2.0244498
2019/12,KRSTL,0.43,2.06,0.45,0.67,27.49,2.16,5.3,4.64,3.45,0.000475667,0.0475667
2019/12,KRTEK,0.91,7.33,1.04,5.15,82.89,3.43,3.82,6.65,1.21,0.001006753,0.1006753
2019/12,KUTPO,9.07,8.81,11.17,12.39,27.86,2.95,1.53,5.03,3.45,0.00135378,0.135378
2019/12,MRSHL,6.67,13,4.76,25.13,72.12,2.14,4.84,2.96,1.15,0.000849421,0.0849421
2019/12,OTKAR,14.12,14.5,14.46,68.45,76.19,2.1,1.94,5.75,1.87,0.007559877,0.7559877
2019/12,OYAKC,35.2,5.45,5.2,47.24,19.63,41.27,34.58,80.17,4.52,0.000785694,0.0785694
2019/12,PARSN,-0.24,6.05,-0.76,-0.7,58.14,5.04,2.77,4.12,0.69,0.005137631,0.5137631
2019/12,PENGD,-3.07,0.66,-4.73,-8.01,53.99,12.16,2.23,5.03,0.76,0.001065582,0.1065582
2019/12,PETKM,6.36,10.24,8.44,16.14,60.71,7.31,10.28,12.18,1.86,0.047154384,4.7154384
2019/12,PINSU,-10.58,3.2,-14.58,-56.38,84.11,5.14,6.42,2.36,0.46,0.000918361,0.0918361
2019/12,PNSUT,2.36,1.98,2.08,4.13,42.01,4.88,9.37,3.96,1.23,0.004373151,0.4373151
2019/12,PRKAB,4.03,5.2,2.46,11.25,58.29,5.03,6.78,2.84,1.53,0.002506576,0.2506576
2019/12,SARKY,4.49,2.97,1.54,15.63,72.85,6.87,10.88,25.96,1.35,0.006104088,0.6104088
2019/12,SASA,17.88,6.79,38.5,49.26,66.66,5.62,3.81,4.92,0.48,0.021892027,2.1892027
2019/12,SELGD,11.51,-4.79,20.27,15.53,24.21,3.89,2.32,20.98,3.49,9.24E-05,0.00923626
2019/12,SISE,5.72,13.6,10.55,13.94,50.62,5.09,3.35,6.5,2.1,0.109403479,10.9403479
2019/12,SKTAS,-2.1,8.95,-4.69,-14.94,89.36,6.85,4.1,2.9,0.56,0.001643867,0.1643867
2019/12,SNPAM,19.78,17.65,50.28,29.38,29,5.96,4.48,8.88,1.62,0.000552579,0.0552579
2019/12,TATGD,7,13.16,11.96,12.46,45.38,1.55,1.43,2.2,2.84,0.002897685,0.2897685
2019/12,TBORG,17.95,26.09,20.15,32.27,48.49,2.44,3.54,4.4,1.38,0.007157554,0.7157554
2019/12,TOASO,11.48,9.1,7.84,36.88,66.2,9.14,17.9,4.6,1.14,0.036163878,3.6163878
2019/12,TUKAS,15.04,22.51,16.72,47.12,65.24,4.14,2.12,4.67,1.36,0.002277482,0.2277482
2019/12,TUPRS,1.1,3.46,0.59,4.62,76.34,13.8,9.48,6.69,0.99,0.156723258,15.6723258
2019/12,ULKER,8.19,14.51,12.77,25,61.94,3.25,7.95,5.4,1.33,0.038558511,3.8558511
2019/12,USAK,1.48,16.96,2.93,5.06,69.15,1.78,1.7,1.86,1.22,0.0022289,0.22289
2019/12,VESTL,1.73,9.95,1.89,9.37,80.57,5.53,4.23,2.16,0.66,0.054919091,5.4919091
2019/12,YATAS,10.47,11.95,7.39,24.74,58.3,8.28,3.56,4.95,1.29,0.002637806,0.2637806
2019/12,YUNSA,1.55,3.99,1.09,5.64,73,4.64,3.37,4.75,1.12,0.000920177,0.0920177
2020/12,ADEL,0.37,9.49,0.49,1.24,77.08,2.09,1.72,7.99,1.25,0.001416008,0.1416008
2020/12,AFYON,2.52,4.37,6.31,5.15,30.46,6.56,11.88,4.46,0.75,0.001574871,0.1574871
2020/12,AKCNS,5.18,11.29,5.85,10.34,50.36,5.22,8.98,4.09,1.24,0.005427845,0.5427845
2020/12,AKSA,9.65,19.32,10.7,25.87,62.12,5.6,5.38,3.74,1.46,0.010994743,1.0994743
2020/12,ALCAR,9.5,7.33,7.83,14.57,37.42,3.11,3.18,9.28,2.97,0.001617017,0.1617017
2020/12,ARCLK,7.01,9.4,6.97,24.26,69.87,3.86,4.22,3.56,1.39,0.103896368,10.3896368
2020/12,ARSAN,16.67,8.05,40.34,25.65,24.8,4.54,4.43,10.04,2.53,0.001552401,0.1552401
2020/12,ASUZU,0.78,7.13,1.1,2.4,70.19,3.62,2.86,2.09,1.12,0.004306362,0.4306362
2020/12,ATEKS,5.22,7.26,12.95,7.88,31.97,4.34,2.28,2.89,1.43,0.001734684,0.1734684
2020/12,AYGAZ,-0.48,2.57,-0.25,-1.04,57.05,18.37,25.94,13.16,1.18,0.012042048,1.2042048
2020/12,BAGFS,-2.32,13.88,-3.97,-9.77,79.2,75.28,4.89,3.21,1.26,0.0042743,0.42743
2020/12,BAKAB,6.06,10.11,5.14,14.8,59.83,4.23,4.98,3.89,1.46,0.001240838,0.1240838
2020/12,BANVT,-8.47,-2.45,-5.43,-19.04,62.39,10.4,9.17,6.17,1.69,0.005956674,0.5956674
2020/12,BFREN,18.97,9.67,11.32,34.69,50.7,5.56,11.57,6.97,1.9,0.000307979,0.0307979
2020/12,BOSSA,3.92,26.01,5.27,15.09,73.07,2.6,2.62,7.77,1.21,0.002251036,0.2251036
2020/12,BRISA,9.52,17.03,12.74,46.24,76.27,5.64,4.74,2.68,1.28,0.013526887,1.3526887
2020/12,BRSAN,-0.14,0.92,-0.28,-0.33,55.85,4.27,2.82,3.71,0.99,0.017943097,1.7943097
2020/12,BTCIM,-13.17,0.92,-28.18,-64.18,86.82,6.11,5.9,4.26,0.53,0.005662962,0.5662962
2020/12,BUCIM,6.93,6.53,6.16,12.72,25.52,4.75,4.35,10.19,3.59,0.002750002,0.2750002
2020/12,BURCE,1.88,-0.92,3.47,4.04,53.09,5.11,3.65,6.2,1.02,0.000351204,0.0351204
2020/12,CELHA,-3.28,2.76,-2.43,-28.28,90.6,4.38,4.1,2.31,0.83,0.000570545,0.0570545
2020/12,CEMTS,22.16,11.18,17.61,26.09,15.26,6.2,3.79,16.51,5.57,0.00155954,0.155954
2020/12,CIMSA,3.94,14.42,8.46,11.84,64.15,4.23,6.73,3.48,0.87,0.011448214,1.1448214
2020/12,CMBTN,-7.32,-6.01,-4.65,-29.72,82.23,2.92,109.75,2.47,0.81,0.000413745,0.0413745
2020/12,CMENT,-2.02,-5.59,-3.09,-3.82,36.07,3.94,7.09,3.9,1.05,0.00399559,0.399559
2020/12,DEVA,25.02,33.14,34.96,48.89,47.07,3.06,1.58,5.69,1.97,0.006892155,0.6892155
2020/12,DITAS,5.29,6.31,3.67,18.47,73.15,4.34,6.08,4.01,1.04,0.000245168,0.0245168
2020/12,DMSAS,4.61,7.55,4.07,11.8,62.68,4.05,5.78,7.06,1.72,0.000845385,0.0845385
2020/12,ECILC,5.96,11.9,35.43,6.74,11.52,4.18,4.79,2.4,3.06,0.013325415,1.3325415
2020/12,EGEEN,29.29,33.93,51.71,38.79,32.43,4.2,3.08,6.73,2.5,0.002346472,0.2346472
2020/12,EGGUB,16.8,19.01,13.9,38.81,53.66,24.13,7.33,5.89,0.69,0.001468984,0.1468984
2020/12,EGPRO,10.3,18.07,11.53,27.37,60.22,2.89,5.57,2.52,1.45,0.003866281,0.3866281
2020/12,ERBOS,13.88,12.06,14.99,21.13,26.19,4.3,2.98,9.05,3.08,0.001459618,0.1459618
2020/12,EREGL,6.32,16.04,10.33,9.44,29.09,8.97,2.62,7.79,3.02,0.129441043,12.9441043
2020/12,FMIZP,43.35,25.38,35.01,52.22,19.53,14.04,7.41,9.93,4.97,0.000158924,0.0158924
2020/12,FRIGO,14.68,25.35,16.69,41.57,64.81,25.93,2.27,2.54,1.38,0.000346339,0.0346339
2020/12,FROTO,20.59,8.83,8.48,71.65,71.07,10.5,17.88,7.04,1.41,0.054346793,5.4346793
2020/12,GENTS,15.14,18.63,14.02,25.32,27.82,6.23,2.26,6.45,3.17,0.001129188,0.1129188
2020/12,GOLTS,1.27,9.64,1.81,3.88,67.08,2.88,8.22,5.31,1.06,0.002304162,0.2304162
2020/12,GOODY,8.63,8.36,4.73,15.49,45.15,4.51,6.5,4.62,1.86,0.004281695,0.4281695
2020/12,GUBRF,5.54,12.14,4.84,32.06,65.91,8.48,4.37,3.41,0.98,0.011536869,1.1536869
2020/12,HEKTS,10.79,23.23,17.81,28.21,63.56,1.52,1.96,4.35,1.26,0.004730797,0.4730797
2020/12,IHEVA,7.63,17.26,10.05,9.04,14.72,2.4,2.58,7.96,7.01,0.001126011,0.1126011
2020/12,KAPLM,4.25,8.18,3.34,15.33,73.65,3.23,6.53,2.56,0.94,0.000457652,0.0457652
2020/12,KARTN,22.01,16.78,15.27,26.66,17.86,10.7,5.82,9.61,4.14,0.001559239,0.1559239
2020/12,KENT,14.76,10.31,12.8,24.97,36.74,3.86,5.6,2.7,1.43,0.002852698,0.2852698
2020/12,KLMSN,3.64,11.41,4.98,14.75,76.91,2.9,3.73,3.53,2.17,0.003302636,0.3302636
2020/12,KNFRT,6.72,11.3,8.95,16.38,61.65,2.74,1.93,3.11,1.34,0.00093827,0.093827
2020/12,KONYA,3.95,-1.22,4.8,5.09,25.28,3.78,5.59,5.93,2.54,0.001097964,0.1097964
2020/12,KORDS,2.07,6.38,3.37,6.34,56.89,4.86,2.76,5.81,1.14,0.016973463,1.6973463
2020/12,KRSTL,2.95,2.1,2.67,3.93,22.54,2.41,5.91,6.84,3.44,0.000402166,0.0402166
2020/12,KRTEK,4.29,16.62,6.04,18.7,73.23,3.67,3,5.62,1.26,0.001196728,0.1196728
2020/12,KUTPO,6.59,2.87,8.56,9.2,28.87,3.39,1.52,5.91,2.9,0.001181921,0.1181921
2020/12,MRSHL,5.49,5.67,4.28,22.99,78.56,2.26,8.92,2.23,0.99,0.001090715,0.1090715
2020/12,OTKAR,17.63,19.77,21.26,75.17,76.76,2.82,1.45,5.66,1.49,0.009673776,0.9673776
2020/12,OYAKC,9.78,11.33,12.22,16.7,42.55,4.8,8.99,4.99,1.23,0.008867032,0.8867032
2020/12,PARSN,5.85,12.11,20.88,16.67,58.7,4.57,2.14,3.1,0.77,0.005343977,0.5343977
2020/12,PENGD,0.14,10.72,0.2,0.24,33.21,13.47,2.1,5.69,1.63,0.000986091,0.0986091
2020/12,PETKM,5.93,11.43,8.96,15.36,62.18,8.16,11.42,9.59,2,0.044602564,4.4602564
2020/12,PINSU,-10.62,2.95,-18.13,-58.82,80.29,4.77,5.79,2.27,0.33,0.000949215,0.0949215
2020/12,PNSUT,2.32,2.66,1.98,4.1,44.69,4.44,8.14,4.25,1.1,0.004283644,0.4283644
2020/12,PRKAB,4.35,3.14,2.35,10.96,62.04,4.6,7.2,3.48,1.4,0.00237264,0.237264
2020/12,SARKY,9.59,5.35,3.68,34.82,72.15,6.51,9.46,15.41,1.46,0.006719681,0.6719681
2020/12,SASA,3.37,17.64,6.19,11.41,73.25,7.52,3.87,4.17,0.63,0.024083461,2.4083461
2020/12,SELGD,2.16,3.92,3.53,2.63,13.12,4.81,2.14,21.05,6.4,9.81E-05,0.00981461
2020/12,SISE,5.15,12.91,10.02,11.61,49.15,5.21,3.39,6.47,2.58,0.098715933,9.8715933
2020/12,SKTAS,-7.07,20.32,-19.2,-46.28,77.17,6.89,2.67,2.18,0.55,0.001792559,0.1792559
2020/12,SNPAM,3.35,27.26,9.19,4.69,28.25,10.16,3.49,11.47,1.93,0.000452027,0.0452027
2020/12,TATGD,14.33,14.92,20.83,26.44,46.15,1.85,1.62,2.79,2.85,0.002920993,0.2920993
2020/12,TBORG,17.52,24.32,20.29,33.5,47.09,3.47,4.22,4.39,1.48,0.007722484,0.7722484
2020/12,TOASO,11.05,9.62,7.57,40.56,77.06,5.98,15.37,3.6,1.18,0.043469127,4.3469127
2020/12,TUKAS,12.45,22.9,15.71,30.86,56.06,4.41,1.74,4.36,1.43,0.002786013,0.2786013
2020/12,TUPRS,-4.27,-0.39,-3.94,-20.43,80.92,20.15,9.55,3.85,1.08,0.136526698,13.6526698
2020/12,ULKER,6.52,17.73,11.13,20.19,65.03,3.44,6.66,6,4.55,0.043504957,4.3504957
2020/12,USAK,2.36,15.46,4.17,6.37,57.72,1.63,1.89,2.43,1.37,0.002086634,0.2086634
2020/12,VESTL,7.62,13.22,8.23,32.94,72.58,5.12,4.4,2.19,0.8,0.06043839,6.043839
2020/12,YATAS,14.47,14.74,9.73,37,62.6,13.42,3.65,4.23,1.53,0.003161189,0.3161189
2020/12,YUNSA,3.08,7.13,3.36,10.71,69.42,3.97,2.01,3.72,1.54,0.000723052,0.0723052
2021/12,ADEL,-1.89,8.14,-2.61,-9.18,81.47,2.91,2.01,8.95,1.08,0.000900253,0.0900253
2021/12,AFYON,10.21,12.21,18.59,14.54,29.21,5.5,6.58,3.77,0.94,0.00101748,0.101748
2021/12,AKCNS,10.23,10.33,10.57,22.18,55.97,5.61,5.67,3.36,1,0.004452852,0.4452852
2021/12,AKSA,16.25,18.72,13.98,49.66,69.99,7.47,6.13,3.31,1.02,0.012002894,1.2002894
2021/12,ALCAR,7.56,5.91,5.69,15.13,57.77,3.33,3.28,6.92,1.81,0.001497998,0.1497998
2021/12,ARCLK,4.66,7.34,4.49,18.46,75.25,3.61,3.62,3.25,1.47,0.108141914,10.8141914
2021/12,ARSAN,30.59,8.48,54.54,40.42,16.25,6.1,6.69,13.81,2.15,0.001375831,0.1375831
2021/12,ASUZU,7.64,11.57,7.89,21.49,61.4,5.54,4.36,2.75,1.34,0.004585108,0.4585108
2021/12,ATEKS,13.42,8.3,31.34,20.01,33.54,4.41,2.8,2.58,1.07,0.001541752,0.1541752
2021/12,AYGAZ,9.76,3.29,4.22,26.72,67.37,17.53,17.58,9.81,1.2,0.010592096,1.0592096
2021/12,BAGFS,5.99,35.54,8.93,29.51,79.98,51.46,2.82,2.8,0.98,0.004159666,0.4159666
2021/12,BAKAB,9.21,7.49,8.5,27.44,69.81,3.8,5.14,2.69,1.21,0.001397029,0.1397029
2021/12,BANVT,2.89,5.65,1.79,8.47,68.2,10.34,7.62,4.97,1.39,0.00497309,0.497309
2021/12,BFREN,26.19,10.71,12.61,51.66,48.15,5.33,12.89,7.41,1.96,0.000215493,0.0215493
2021/12,BOSSA,22.94,26.51,24.23,68.89,63.21,3.16,3.28,8.41,1.32,0.002343144,0.2343144
2021/12,BRISA,12.29,18.79,15.14,53.61,77.56,6.26,5.11,2.3,1.16,0.013078571,1.3078571
2021/12,BRSAN,0.77,2.21,1.29,1.85,59.63,5.07,3.21,3.29,1.04,0.020942967,2.0942967
2021/12,BTCIM,-17.41,7.81,-31.25,-84.98,75.79,6.34,6.63,3.59,0.4,0.005602153,0.5602153
2021/12,BUCIM,25.25,17.89,19.51,42.66,20.28,5.49,4.06,10.17,3.77,0.002938757,0.2938757
2021/12,BURCE,1.37,8.19,1.9,3.17,55.38,5.39,3.73,5.32,0.94,0.000219499,0.0219499
2021/12,CELHA,1.82,7.42,1.1,20.06,91.09,5.32,4.25,2.84,0.97,0.00073432,0.073432
2021/12,CEMTS,42.71,23.68,26.7,51.46,18.03,7.14,3.17,16.66,4.8,0.001512644,0.1512644
2021/12,CIMSA,19.59,13.71,27.14,49.89,47.17,5.48,7.49,4.97,1.16,0.006671612,0.6671612
2021/12,CMBTN,1.4,2.73,0.68,9,86.02,3.11,151.75,2.74,0.85,0.000325471,0.0325471
2021/12,CMENT,7.53,6.09,8.94,15.84,43.91,4.26,6.81,3.33,0.93,0.003224261,0.3224261
2021/12,DEVA,28.65,35.01,50.21,53.65,46.3,2.79,1.29,3.74,2.07,0.006457012,0.6457012
2021/12,DITAS,11.57,11.58,10.6,57.04,78.85,4.21,4.5,3.07,1.14,0.000461453,0.0461453
2021/12,DMSAS,6.71,5.23,4.71,19.3,66.9,4.12,6.83,6.77,1.36,0.000732097,0.0732097
2021/12,ECILC,10.61,7.04,68.42,11.91,10.51,4.46,6.59,2.7,3.31,0.010504978,1.0504978
2021/12,EGEEN,49.37,34.29,57.51,66,19.74,4.76,3.16,7.36,4.2,0.001771284,0.1771284
2021/12,EGGUB,14.27,27.64,14.22,33.58,60.07,22.11,4.38,2.75,0.9,0.001265798,0.1265798
2021/12,EGPRO,10.69,15.98,10.95,31.87,69.42,2.29,5.93,2.31,1.22,0.004634653,0.4634653
2021/12,ERBOS,22.49,16.24,15.14,34.19,39.03,4.96,3.62,56.82,2.19,0.001387693,0.1387693
2021/12,EREGL,16.84,35.79,22.76,25.43,33.13,9.53,2.23,8.14,2.8,0.160718572,16.0718572
2021/12,FMIZP,72.14,23.61,35.5,88.63,18.02,12.88,10.46,13.18,5.17,0.000144485,0.0144485
2021/12,FRIGO,2.52,26.58,4.47,5.07,44.84,25.3,1.45,2.13,1.77,0.000526958,0.0526958
2021/12,FROTO,26.22,11.83,12.38,102.38,76.28,9.94,13.37,6.27,1.58,0.05439324,5.439324
2021/12,GENTS,15.71,10.71,13.6,30.56,43.64,7.33,2.74,6.21,1.79,0.001090567,0.1090567
2021/12,GOLTS,-1.11,12.04,-1.54,-3.7,71.04,3.39,6.23,4.13,0.99,0.002023141,0.2023141
2021/12,GOODY,14.37,12.76,7.93,31.02,58.79,3.96,5.37,3.62,1.48,0.004063362,0.4063362
2021/12,GUBRF,5.74,18.52,4.86,27.54,69.13,8.76,3.21,2.67,1.08,0.016587129,1.6587129
2021/12,HEKTS,9.51,25.26,16.12,29.59,69.42,1.51,1.93,2.53,1.05,0.006013238,0.6013238
2021/12,IHEVA,16.46,9.6,16.99,19.67,17.68,2.97,3.15,13.41,4.58,0.000765052,0.0765052
2021/12,KAPLM,11.99,9.67,7.31,48.44,76.13,3.42,7.77,2.58,1.06,0.000471497,0.0471497
2021/12,KARTN,40.27,22.52,23.86,51.88,24.99,11.43,8.49,8.68,3.09,0.001504903,0.1504903
2021/12,KENT,14.76,8.66,12.57,24.3,41.13,4.02,5.62,3,1.54,0.00219713,0.219713
2021/12,KLMSN,0.93,12.52,1.26,4.61,81.1,2.99,4.41,3.51,1.31,0.004093256,0.4093256
2021/12,KNFRT,9.08,7.14,6.25,27.26,69.47,5.72,4,3.74,1.26,0.000872996,0.0872996
2021/12,KONYA,3.47,2.01,3.44,5.52,45.02,3.9,5.73,6.05,1.48,0.000932247,0.0932247
2021/12,KORDS,7.11,10.99,9.74,19.64,53.72,4.5,3.21,4.75,1.12,0.017808613,1.7808613
2021/12,KRSTL,4.23,-3.18,4.13,5.49,22.88,3.97,5.7,5.87,2.76,0.000406855,0.0406855
2021/12,KRTEK,10.63,21.04,12.78,38.07,71.26,4.23,2.71,5.44,1.16,0.000952176,0.0952176
2021/12,KUTPO,5.45,4.16,5.63,8.71,43.77,4.17,1.86,4.29,1.73,0.000913494,0.0913494
2021/12,MRSHL,-14.76,-3.11,-12.81,-172.15,99.13,2.65,4.22,1.73,0.82,0.001037721,0.1037721
2021/12,OTKAR,20.18,17.91,23.1,83.19,75.01,3.48,2,6.17,1.39,0.007613181,0.7613181
2021/12,OYAKC,16.39,17.86,15.49,27.57,38.92,4.59,5.9,4.37,1.88,0.006197333,0.6197333
2021/12,PARSN,5.19,13.2,14.32,16.11,60.18,4.71,3.04,3.02,0.57,0.004954292,0.4954292
2021/12,PENGD,5.19,16.93,8.44,7.65,31.59,11.52,2.01,5.47,1.36,0.001136628,0.1136628
2021/12,PETKM,21.63,19.33,18.99,53.67,58.2,7.97,10.53,8.88,2.56,0.038676692,3.8676692
2021/12,PINSU,-11.68,-1.65,-19.74,-41.04,65.96,6.52,6.84,2.56,0.42,0.000847723,0.0847723
2021/12,PNSUT,4.42,3.67,4.38,7.79,42.41,4.24,7.73,4.24,1.12,0.004305567,0.4305567
2021/12,PRKAB,2.43,3.11,1.26,9.68,80.81,5.39,7.4,3.16,1.11,0.002901538,0.2901538
2021/12,SARKY,12.64,5.29,3.99,48.57,74.9,6.77,10.56,15.76,1.44,0.007297087,0.7297087
2021/12,SASA,4.23,21.24,4.76,19.79,81.24,8.6,4.39,4.23,0.98,0.028210609,2.8210609
2021/12,SELGD,19.19,-3.84,24.61,22.28,14.28,5.45,3.73,26.95,5.64,8.45E-05,0.00844584
2021/12,SISE,13.74,17.16,28.49,29.64,44.33,5.03,3.64,5.58,1.86,0.112710063,11.2710063
2021/12,SKTAS,0.36,40.88,1,1.34,63.52,6.9,2.42,1.85,0.57,0.001710752,0.1710752
2021/12,SNPAM,35.05,30.37,51.59,45.17,18.29,14.9,5.16,48.24,3.43,0.000363999,0.0363999
2021/12,TATGD,15.15,12,20.44,28.08,45.95,2.48,1.57,3.28,2.44,0.002081829,0.2081829
2021/12,TBORG,29.27,24.69,32.77,50.63,38.65,3.52,4.3,4.49,1.87,0.006062936,0.6062936
2021/12,TOASO,15.28,15.48,11.05,64.26,75.53,5.18,12.06,2.96,1.18,0.029836549,2.9836549
2021/12,TUKAS,13.08,21.65,17.1,28.45,52.38,4.11,1.76,4.15,1.39,0.001952551,0.1952551
2021/12,TUPRS,4.06,8.09,2.2,22.89,82.61,19.34,8.16,4.69,1.02,0.13033043,13.033043
2021/12,ULKER,-2.03,16.74,-3.7,-10.29,83.56,3.37,5,5.03,3.06,0.033357808,3.3357808
2021/12,USAK,4.76,13.94,8.63,11.24,57.56,2.47,2.92,2.35,1.16,0.002125164,0.2125164
2021/12,VESTL,5.4,14.02,5.83,22.96,76.07,6.07,3.12,1.95,0.68,0.054774356,5.4774356
2021/12,YATAS,14.17,12.13,8.96,33.33,54.16,14.31,3.44,4.47,1.42,0.002791916,0.2791916
2021/12,YUNSA,7.38,17.7,7.73,26.47,74.38,5.51,2.13,3.98,1.28,0.000498082,0.0498082
